no.,domainID,domain_name,siteID,site_name,state,MAT_C,MAP_mm,Temp_s,Prec_s,started_year,end_year,duration,plotID,latitude,longitude,elevation_m,nlcdClass,alpha_div,beta_div1,gamma_div,spe_sta,spe_asy,alpha_sta,spa_asy1,gamma_sta
27,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_001,42.424254,-72.258286,190.6,deciduousForest,1.613002979,1.159585744,2.772588722,-0.082064982,0.464659104,0.382594122,0.161143208,0.54373733
28,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_002,42.478578,-72.259572,192.6,deciduousForest,1.812378756,0.995301286,2.807680042,-0.181784909,0.482114551,0.300329643,0.415852567,0.71618221
29,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_004,42.427091,-72.229737,199.7,mixedForest,2.209059035,1.037987667,3.247046702,-0.0348719,0.449585472,0.414713572,0.280138874,0.694852446
30,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_005,42.48948,-72.2752,187.7,deciduousForest,2.241848858,1.069736365,3.311585223,0.006798308,0.540085594,0.546883901,0.205973914,0.752857815
31,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_006,42.403097,-72.253722,188.5,deciduousForest,0.702036128,1.395104991,2.097141119,-0.357428739,0.230470414,-0.126958325,0.217686779,0.090728454
32,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_008,42.444569,-72.22608,241.6,deciduousForest,1.7208515,1.281998242,3.002849741,-0.04734479,0.708921627,0.661576837,0.348234062,1.009810899
33,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_010,42.424733,-72.2546,206.5,mixedForest,1.852384091,0.963879695,2.816263786,-0.099628485,0.538372781,0.438744296,0.351722875,0.790467171
34,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_011,42.455939,-72.238279,231.6,deciduousForest,2.010129742,1.100205915,3.110335656,0.075767995,0.636264114,0.712032109,0.400179841,1.11221195
35,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_012,42.429498,-72.239809,233.2,deciduousForest,2.081671197,1.009371256,3.091042453,-0.049042882,0.464431705,0.415388823,0.282912015,0.698300838
36,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_013,42.39229,-72.25461,184.3,evergreenForest,1.993241524,0.912878591,2.906120115,-0.04345113,0.608049987,0.564598857,0.229499682,0.794098539
37,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_015,42.53883,-72.182056,362.5,deciduousForest,1.797694205,1.331569461,3.129263666,0.197880396,0.488280469,0.686160865,0.604866621,1.291027486
38,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_016,42.45848,-72.232,230.5,woodyWetlands,2.1690537,1.386294361,3.555348061,-0.121147867,1.06502144,0.943873573,0.715467682,1.659341255
39,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_017,42.481748,-72.267082,225.8,deciduousForest,1.948457921,0.901422475,2.849880397,0.189011644,0.515715286,0.70472693,0.553893037,1.258619967
40,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_018,42.432284,-72.232047,227.8,deciduousForest,2.207096326,1.094017597,3.301113923,0.114581771,0.382648518,0.497230289,0.183909942,0.681140231
41,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_020,42.436767,-72.228878,225.4,woodyWetlands,2.658009255,0.905468933,3.563478188,-0.003159618,0.84965906,0.846499442,0.441481182,1.287980624
42,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_021,42.45244,-72.2505,174.6,evergreenForest,1.739839412,1.076424374,2.816263786,0.187199835,0.8844485,1.071648335,0.579574433,1.651222768
43,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_022,42.434194,-72.198778,188.1,evergreenForest,1.527607894,1.080358848,2.607966743,0.121431601,0.274111017,0.395542618,0.264732015,0.660274633
44,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_023,42.41433,-72.2266,170.9,evergreenForest,2.129506403,1.17160752,3.301113923,-0.028675763,0.467208597,0.438532834,0.299665414,0.738198247
45,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_024,42.460002,-72.250871,175,woodyWetlands,2.175157483,0.896212204,3.071369688,0.054874564,0.87072087,0.925595434,0.425076515,1.350671949
46,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_025,42.475439,-72.273925,178.7,mixedForest,2.052290553,1.348906829,3.401197382,-0.127785897,1.039990405,0.912204507,0.243854996,1.156059503
47,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_026,42.410787,-72.247263,193.2,evergreenForest,2.101517493,0.827769681,2.929287174,0.179766969,0.569755058,0.749522027,0.169412053,0.91893408
48,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_027,42.430357,-72.253256,182.3,evergreenForest,2.47593798,1.251475138,3.727413118,-0.014313505,1.043723581,1.029410076,0.530930173,1.560340249
49,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_028,42.431846,-72.225137,241.9,mixedForest,2.256915056,0.903120269,3.160035325,0.195902446,0.321265278,0.517167724,0.173630812,0.690798536
50,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_029,42.466454,-72.237474,209.8,evergreenForest,1.988363465,1.083006222,3.071369688,0.245148926,0.541364259,0.786513184,0.308161705,1.09467489
51,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_030,42.423052,-72.218962,171.3,evergreenForest,1.098612289,1.421385681,2.51999797,-0.565832073,0.358682656,-0.207149417,0.483233067,0.27608365
52,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_031,42.467536,-72.260049,160.3,evergreenForest,1.860752341,1.16315081,3.023903151,0.129476012,0.595520036,0.724996048,0.231225435,0.956221483
53,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_033,42.53831,-72.175606,359,deciduousForest,1.717651497,0.94160854,2.659260037,-0.045190794,0.71800196,0.672811166,0.606802415,1.279613582
54,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_058,42.46976,-72.2523,203,mixedForest,2.029087656,1.24535802,3.274445676,0.013275979,0.638507043,0.651783022,0.596233272,1.248016294
55,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_059,42.48082,-72.2754,167,mixedForest,2.068218079,1.2690755,3.33729358,0.086673902,0.844525787,0.931199689,0.989278635,1.920478323
56,D01,Northeast,HARV,Harvard Forest,MA,7.2,1120,9364,8,2014,2020,7,HARV_063,42.444998,-72.221221,222.3,woodyWetlands,2.318528743,1.280738552,3.599267295,-0.021547528,0.684865208,0.66331768,0.593902035,1.257219715
57,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_001,39.087923,-77.958384,128,deciduousForest,2.25348238,0.92457145,3.17805383,0.110495221,0.518652346,0.629147567,1.242038976,1.871186543
58,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_003,39.078872,-77.963659,121.8,pastureHay,2.020443201,1.093072108,3.113515309,-0.192196346,1.46445898,1.272262633,0.59457899,1.866841624
59,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_004,39.087516,-77.962567,128.3,pastureHay,1.903350535,1.348315113,3.251665648,-0.12895654,1.319281792,1.190325253,0.356337096,1.546662349
60,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_005,39.087455,-77.971943,137.3,deciduousForest,2.125251078,1.12641457,3.251665648,0.039830543,0.63162355,0.671454093,0.444031877,1.115485971
61,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_006,39.083999,-77.963812,154.4,pastureHay,1.969440646,1.215533627,3.184974273,-0.249410339,1.443901833,1.194491495,0.315915821,1.510407316
62,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_007,39.085481,-77.969266,157.1,deciduousForest,1.774245887,1.116125871,2.890371758,0.00425863,0.817213896,0.821472527,0.903798288,1.725270815
63,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_008,39.084853,-77.965125,142.1,pastureHay,2.066335194,1.271804052,3.338139246,-0.073867952,0.974226156,0.900358205,0.349342988,1.249701193
64,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_009,39.086827,-77.957749,134.5,deciduousForest,2.020443201,1.08563713,3.106080331,-0.012020793,0.887598695,0.875577902,0.683055827,1.558633729
65,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_010,39.086352,-77.960562,133.2,pastureHay,1.995267046,1.065003749,3.060270795,-0.416227309,1.217161216,0.800933906,0.245000947,1.045934853
66,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_011,39.087236,-77.974007,142.4,deciduousForest,2.157077509,1.101019029,3.258096538,0.089907437,0.670494412,0.76040185,1.647373485,2.407775335
67,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_012,39.082049,-77.961087,138,deciduousForest,2.298409722,0.959686816,3.258096538,0.088789504,0.618232131,0.707021635,0.235218389,0.942240024
68,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_013,39.080852,-77.968086,140.2,deciduousForest,2.231357584,1.082828421,3.314186005,0.399288372,0.704508393,1.103796765,1.023458452,2.127255216
69,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_014,39.081458,-77.958693,120.3,pastureHay,2.115250994,1.192855964,3.308106959,-0.330961504,1.342270586,1.011309081,1.138592654,2.149901735
70,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_015,39.087543,-77.954621,124.5,deciduousForest,2.502118779,0.963617124,3.465735903,0.136311379,0.666298812,0.802610191,0.605863933,1.408474123
71,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_016,39.086429,-77.96365,134.5,pastureHay,2.130213867,1.040871294,3.171085161,-0.1573886,1.605490645,1.448102045,0.388965314,1.837067359
72,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_017,39.086358,-77.970995,144.4,deciduousForest,2.076833978,1.044061438,3.120895417,0.088749745,0.605962788,0.694712532,1.029108452,1.723820985
73,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_018,39.081529,-77.962496,139.7,deciduousForest,2.392197252,1.089042838,3.481240089,0.182247943,0.599915695,0.782163638,1.061100667,1.843264304
74,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_019,39.087842,-77.966034,120.3,pastureHay,1.900240112,1.087123912,2.987364024,-0.101594959,1.394177434,1.292582475,0.778820538,2.071403013
75,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_031,39.058808,-78.070547,183.1,cultivatedCrops,1.359907606,0.991467651,2.351375257,-0.531368458,1.291852832,0.760484375,0.332850402,1.093334777
76,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_032,39.058572,-78.073304,184.7,shrubScrub,2.066335194,1.300960636,3.36729583,0.046605164,1.248692953,1.295298117,0.456212581,1.751510698
77,D02,Mid-Atlantic,BLAN,Blandy Experimental Farm,VA,11.7,966,8544,15,2015,2020,6,BLAN_033,39.058229,-78.069151,184.6,cultivatedCrops,1.584120104,0.858226931,2.442347035,-0.551357485,0.82826628,0.276908795,0.07164015,0.348548945
78,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_002,38.895212,-78.142701,316.8,deciduousForest,2.300797782,1.137787131,3.438584914,-0.373646073,0.785960333,0.41231426,0.284292152,0.696606412
79,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_003,38.883305,-78.120382,567.7,deciduousForest,2.127381004,1.306606201,3.433987204,0.01990975,0.740769027,0.760678778,1.013812479,1.774491257
80,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_004,38.896935,-78.146456,312.6,deciduousForest,2.57994623,1.126632801,3.706579031,0.178096209,0.883820627,1.061916836,0.908844601,1.970761437
81,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_005,38.900539,-78.161859,269.8,deciduousForest,1.857970698,1.252364959,3.110335656,0.462766565,0.372011514,0.834778078,0.266564146,1.101342224
82,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_007,38.884907,-78.13032,412.1,deciduousForest,2.327277706,1.207451069,3.534728774,-0.053430063,0.657424395,0.603994331,0.857871004,1.461865336
83,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_008,38.887763,-78.147164,336.7,deciduousForest,2.522867412,1.007685991,3.530553403,0.105688581,0.821311674,0.927000255,0.949089801,1.876090056
84,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_010,38.88477,-78.12516,493.3,deciduousForest,2.456225439,1.095032638,3.551258076,-0.1679127,0.775564771,0.607652071,0.354155049,0.96180712
85,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_011,38.879732,-78.139901,366.4,deciduousForest,2.656756907,1.077505553,3.73426246,0.209769512,0.914716593,1.124486105,0.699099838,1.823585942
86,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_013,38.874379,-78.163985,314.3,deciduousForest,2.693661464,1.09052817,3.784189634,0.108956582,0.665486007,0.774442589,1.148285947,1.922728536
87,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_014,38.867076,-78.163553,390.4,deciduousForest,2.116685715,1.335566838,3.452252552,-0.126969535,0.685288489,0.558318954,0.391410069,0.949729023
88,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_015,38.884371,-78.14106,359.8,deciduousForest,2.41559485,1.06784063,3.48343548,-0.065214143,0.873141838,0.807927695,1.010304343,1.818232038
89,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_016,38.904237,-78.158644,257.7,deciduousForest,2.789191207,1.090898752,3.880089958,0.249023762,0.760751465,1.009775227,0.600602266,1.610377493
90,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_017,38.879363,-78.135381,383.3,deciduousForest,2.189256408,1.192709612,3.38196602,-0.290547737,0.698078451,0.407530714,0.700761842,1.108292556
91,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_018,38.870972,-78.157527,369.3,deciduousForest,2.203159313,1.123930097,3.32708941,-0.061009304,0.838802086,0.777792782,0.474704342,1.252497124
92,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_019,38.900642,-78.175705,304.1,deciduousForest,1.988363465,1.195625101,3.183988566,0.223385605,0.514269087,0.737654692,0.359462149,1.097116841
93,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_035,38.882888,-78.168812,300.9,pastureHay,2.024381764,1.312911815,3.33729358,0.167821659,0.834150349,1.001972008,1.309116565,2.311088572
94,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_038,38.881539,-78.168857,309.8,pastureHay,2.094945728,1.456312348,3.551258076,0.035495534,0.788984692,0.824480226,0.763456434,1.58793666
95,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_040,38.883961,-78.168759,288.3,pastureHay,1.675091883,1.115196417,2.790288299,0.116818098,0.581581305,0.698399403,0.34395225,1.042351653
96,D02,Mid-Atlantic,SCBI,Smithsonian Conservation Biology Institute,VA,11.2,1020,8428,15,2014,2020,7,SCBI_067,38.893934,-78.135517,415.9,deciduousForest,2.00533357,1.072636802,3.077970372,0.126249204,0.46668947,0.592938675,1.032332711,1.625271385
97,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_001,38.86869,-76.533595,7.6,deciduousForest,2.119263036,1.099612789,3.218875825,0.340089961,0.438263413,0.778353374,0.855283632,1.633637006
98,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_002,38.895032,-76.558913,11.4,deciduousForest,2.953607347,1.068166522,4.021773869,0.338000359,0.60318135,0.941181709,0.525314435,1.466496143
99,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_003,38.899874,-76.543769,10.8,deciduousForest,2.608229866,1.15297025,3.761200116,0.337436923,0.607950564,0.945387487,0.489058252,1.43444574
100,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_004,38.872417,-76.554054,14.6,deciduousForest,2.495269437,1.126401268,3.621670704,0.262776015,0.390973505,0.65374952,0.639823317,1.293572836
101,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_005,38.893251,-76.547607,14.8,deciduousForest,2.085672091,1.361135801,3.446807893,0.119369024,0.746614864,0.865983888,1.10385653,1.969840418
102,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_006,38.881089,-76.547316,3.5,deciduousForest,2.531710716,1.079207197,3.610917913,0.457574453,0.611877058,1.069451511,0.790016307,1.859467818
103,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_007,38.873795,-76.539829,4.3,cultivatedCrops,1.373715579,0.88804752,2.261763098,0.214132281,0.202774943,0.416907224,0.084838318,0.501745542
104,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_008,38.871839,-76.524078,2,cultivatedCrops,1.259880436,0.937344141,2.197224577,0.055834224,0.459182175,0.515016399,0.26929817,0.784314569
105,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_009,38.897569,-76.561177,22.5,deciduousForest,2.186051277,1.087312733,3.27336401,0.497589162,0.462389023,0.959978185,0.293722567,1.253700752
106,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_010,38.909675,-76.546255,25.8,deciduousForest,2.297572551,0.990829336,3.288401888,0.16950773,0.435606912,0.605114642,0.893339384,1.498454026
107,D02,Mid-Atlantic,SERC,Smithsonian Environmental Research Center,MD,13.1,1072,8441,13,2015,2019,5,SERC_011,38.898524,-76.551063,38.3,deciduousForest,2.374905755,1.225142486,3.60004824,0.292452983,0.723123136,1.01557612,0.914616697,1.930192817
